age,education,education-num,marital-status,occupation,relationship,race,sex
"[27, 30)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,Transport-moving,Own-child,White,Male
"[27, 30)",HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male
"[54, 57)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male
"[18, 21)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Male
"[51, 54)",10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[24, 27)",10th,6,Never-married,Craft-repair,Not-in-family,White,Male
"[42, 45)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
"[15, 18)",10th,6,Never-married,?,Own-child,White,Male
"[45, 48)",Masters,14,Divorced,Protective-serv,Not-in-family,White,Male
"[33, 36)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male
"[63, 66)",9th,5,Married-civ-spouse,?,Husband,Black,Male
"[27, 30)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[42, 45)",Some-college,10,Separated,?,Not-in-family,Black,Male
"[36, 39)",Assoc-voc,11,Divorced,Sales,Unmarried,White,Female
"[54, 57)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[57, 60)",10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male
"[42, 45)",Some-college,10,Separated,Craft-repair,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[24, 27)",Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[42, 45)",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[42, 45)",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
"[24, 27)",Some-college,10,Never-married,Sales,Not-in-family,White,Male
"[24, 27)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[66, 69)",Prof-school,15,Divorced,?,Not-in-family,White,Male
"[36, 39)",Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male
"[36, 39)",Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[15, 18)",10th,6,Never-married,Sales,Own-child,White,Female
"[24, 27)",HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male
"[24, 27)",HS-grad,9,Never-married,Other-service,Other-relative,Black,Female
"[54, 57)",5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[36, 39)",11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",HS-grad,9,Separated,Other-service,Not-in-family,White,Female
"[33, 36)",1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male
"[48, 51)",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[66, 69)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male
"[39, 42)",Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male
"[57, 60)",Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Sales,Not-in-family,White,Female
"[42, 45)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[48, 51)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male
"[24, 27)",Bachelors,13,Never-married,Other-service,Not-in-family,White,Female
"[33, 36)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male
"[57, 60)",Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male
"[42, 45)",HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female
"[48, 51)",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
"[18, 21)",12th,8,Never-married,Adm-clerical,Not-in-family,White,Female
"[33, 36)",Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
"[39, 42)",Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male
"[24, 27)",HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female
"[72, 75)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[57, 60)",5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[18, 21)",11th,7,Never-married,Other-service,Other-relative,White,Male
"[30, 33)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
"[57, 60)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[18, 21)",HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[27, 30)",Bachelors,13,Never-married,Sales,Not-in-family,White,Male
"[39, 42)",7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
"[57, 60)",10th,6,Divorced,?,Not-in-family,White,Female
"[42, 45)",Some-college,10,Separated,Transport-moving,Unmarried,White,Male
"[45, 48)",HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[42, 45)",Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female
"[21, 24)",Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female
"[27, 30)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[48, 51)",HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female
"[27, 30)",HS-grad,9,Never-married,?,Own-child,White,Male
"[45, 48)",10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Tech-support,Own-child,White,Male
"[51, 54)",9th,5,Separated,Other-service,Not-in-family,Black,Female
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[24, 27)",Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
"[27, 30)",11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female
"[48, 51)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[60, 63)",11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",7th-8th,4,Separated,Sales,Unmarried,White,Female
"[27, 30)",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
"[48, 51)",Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female
"[39, 42)",Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male
"[27, 30)",Some-college,10,Divorced,Other-service,Other-relative,Black,Male
"[48, 51)",Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[60, 63)",7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[54, 57)",HS-grad,9,Widowed,Other-service,Unmarried,White,Female
"[33, 36)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[54, 57)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[48, 51)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[57, 60)",11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[39, 42)",Some-college,10,Separated,Sales,Not-in-family,White,Male
"[57, 60)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Other-service,Own-child,White,Male
"[39, 42)",Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female
"[39, 42)",Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",HS-grad,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female
"[39, 42)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[24, 27)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
"[42, 45)",HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male
"[51, 54)",Some-college,10,Widowed,Sales,Unmarried,White,Female
"[21, 24)",Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Black,Male
"[24, 27)",9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male
"[57, 60)",HS-grad,9,Separated,Other-service,Not-in-family,White,Female
"[45, 48)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[54, 57)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[33, 36)",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
"[54, 57)",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
"[33, 36)",Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",10th,6,Never-married,Handlers-cleaners,Own-child,White,Male
"[36, 39)",HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
"[51, 54)",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[30, 33)",HS-grad,9,Divorced,Other-service,Not-in-family,White,Female
"[24, 27)",Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
"[33, 36)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male
"[21, 24)",12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female
"[21, 24)",HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
"[39, 42)",Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[42, 45)",Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female
"[36, 39)",Some-college,10,Separated,Prof-specialty,Unmarried,White,Female
"[24, 27)",12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[27, 30)",Bachelors,13,Never-married,Other-service,Not-in-family,White,Female
"[51, 54)",Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
"[60, 63)",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male
"[36, 39)",Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male
"[45, 48)",Some-college,10,Divorced,Sales,Unmarried,White,Male
"[18, 21)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[66, 69)",Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Machine-op-inspct,Own-child,Other,Male
"[39, 42)",HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male
"[27, 30)",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male
"[27, 30)",Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female
"[24, 27)",Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[51, 54)",HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male
"[24, 27)",HS-grad,9,Separated,Protective-serv,Own-child,Black,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female
"[24, 27)",Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female
"[27, 30)",9th,5,Married-civ-spouse,Other-service,Husband,White,Male
"[24, 27)",Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female
"[24, 27)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Widowed,?,Not-in-family,White,Female
"[30, 33)",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female
"[69, 72)",10th,6,Widowed,Craft-repair,Unmarried,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female
"[33, 36)",11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male
"[54, 57)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[36, 39)",Masters,14,Never-married,Other-service,Not-in-family,White,Female
"[48, 51)",Some-college,10,Divorced,Other-service,Unmarried,White,Female
"[42, 45)",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[30, 33)",Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female
"[57, 60)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[24, 27)",Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female
"[30, 33)",Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female
"[57, 60)",HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Female
"[15, 18)",Some-college,10,Never-married,Other-service,Own-child,White,Female
"[21, 24)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,White,Female
"[51, 54)",10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male
"[42, 45)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[21, 24)",Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
"[57, 60)",10th,6,Widowed,Tech-support,Unmarried,White,Female
"[21, 24)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[51, 54)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male
"[30, 33)",Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male
"[33, 36)",10th,6,Separated,Other-service,Not-in-family,White,Female
"[33, 36)",Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male
"[36, 39)",9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[51, 54)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female
"[21, 24)",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
"[39, 42)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[39, 42)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[48, 51)",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[15, 18)",10th,6,Never-married,Sales,Own-child,White,Female
"[51, 54)",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male
"[42, 45)",HS-grad,9,Never-married,?,Other-relative,White,Female
"[15, 18)",11th,7,Never-married,Sales,Own-child,White,Male
"[60, 63)",10th,6,Divorced,Other-service,Own-child,White,Female
"[42, 45)",Masters,14,Married-civ-spouse,Other-service,Husband,White,Male
"[45, 48)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[72, 75)",7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[63, 66)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
"[21, 24)",HS-grad,9,Never-married,Sales,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male
"[48, 51)",Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
"[33, 36)",Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female
"[36, 39)",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
"[33, 36)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
"[39, 42)",HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female
"[30, 33)",Some-college,10,Divorced,Craft-repair,Own-child,White,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
"[30, 33)",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
"[39, 42)",Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Sales,Own-child,White,Male
"[18, 21)",Some-college,10,Never-married,?,Own-child,White,Male
"[48, 51)",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[51, 54)",Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male
"[36, 39)",Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female
"[33, 36)",Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female
"[30, 33)",Some-college,10,Never-married,Craft-repair,Unmarried,White,Male
"[18, 21)",11th,7,Never-married,Transport-moving,Other-relative,White,Male
"[15, 18)",11th,7,Never-married,?,Own-child,White,Male
"[21, 24)",Some-college,10,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female
"[24, 27)",Assoc-voc,11,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male
"[57, 60)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male
"[45, 48)",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
"[18, 21)",1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male
"[57, 60)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Other-service,Other-relative,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female
"[45, 48)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
"[21, 24)",11th,7,Never-married,Sales,Unmarried,White,Female
"[18, 21)",Some-college,10,Never-married,Exec-managerial,Own-child,White,Female
"[36, 39)",HS-grad,9,Never-married,Sales,Unmarried,White,Male
"[27, 30)",Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female
"[42, 45)",Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male
"[60, 63)",HS-grad,9,Married-civ-spouse,?,Husband,White,Male
"[21, 24)",HS-grad,9,Never-married,Sales,Not-in-family,White,Male
"[30, 33)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[15, 18)",11th,7,Never-married,Adm-clerical,Own-child,White,Male
"[18, 21)",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
"[66, 69)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[45, 48)",7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Male
"[27, 30)",HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male
"[18, 21)",Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female
"[24, 27)",Some-college,10,Never-married,Other-service,Own-child,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[18, 21)",Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
"[33, 36)",12th,8,Separated,Other-service,Unmarried,White,Female
"[42, 45)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[60, 63)",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
"[27, 30)",Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male
"[15, 18)",11th,7,Never-married,Other-service,Own-child,White,Female
"[57, 60)",Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Black,Male
"[36, 39)",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male
"[24, 27)",Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male
"[45, 48)",Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
"[27, 30)",11th,7,Separated,Sales,Not-in-family,White,Female
"[30, 33)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
"[60, 63)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[45, 48)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[27, 30)",10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Sales,Own-child,White,Female
"[45, 48)",Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male
"[51, 54)",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[66, 69)",Doctorate,16,Married-civ-spouse,?,Husband,White,Male
"[60, 63)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[18, 21)",HS-grad,9,Never-married,Other-service,Own-child,White,Male
"[48, 51)",7th-8th,4,Married-civ-spouse,?,Husband,White,Male
"[24, 27)",Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male
"[33, 36)",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
"[51, 54)",Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[45, 48)",12th,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female
"[54, 57)",HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female
"[63, 66)",Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female
"[54, 57)",HS-grad,9,Divorced,?,Not-in-family,White,Male
"[51, 54)",11th,7,Widowed,Other-service,Own-child,White,Female
"[51, 54)",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
"[30, 33)",Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male
"[39, 42)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[42, 45)",HS-grad,9,Separated,Other-service,Unmarried,Black,Female
"[60, 63)",Bachelors,13,Married-civ-spouse,?,Husband,White,Male
"[42, 45)",HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female
"[21, 24)",Some-college,10,Never-married,Other-service,Not-in-family,White,Female
"[36, 39)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[30, 33)",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male
"[51, 54)",Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,?,Own-child,White,Female
"[39, 42)",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female
"[54, 57)",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[30, 33)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[57, 60)",11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male
"[30, 33)",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[45, 48)",HS-grad,9,Widowed,Other-service,Other-relative,White,Female
"[36, 39)",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
"[21, 24)",Some-college,10,Never-married,Prof-specialty,Own-child,White,Female
"[15, 18)",10th,6,Never-married,?,Own-child,White,Male
"[45, 48)",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
"[72, 75)",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[24, 27)",Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
"[51, 54)",Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male
"[45, 48)",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female
"[36, 39)",Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female
"[27, 30)",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
"[27, 30)",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
"[27, 30)",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
"[72, 75)",Bachelors,13,Widowed,?,Not-in-family,White,Female
"[57, 60)",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
"[39, 42)",7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female
"[60, 63)",9th,5,Divorced,Protective-serv,Not-in-family,Black,Male
"[42, 45)",Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male
"[36, 39)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[33, 36)",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
"[69, 72)",HS-grad,9,Widowed,?,Not-in-family,White,Female
"[39, 42)",7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male
"[45, 48)",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
"[39, 42)",Some-college,10,Never-married,Craft-repair,Unmarried,White,Male
