age,education,marital-status,occupation,relationship,race,sex
32,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
20,HS-grad,Never-married,Sales,Not-in-family,White,Male
23,Some-college,Never-married,Other-service,Unmarried,White,Male
46,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
21,HS-grad,Never-married,Sales,Own-child,White,Female
59,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
31,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
48,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
34,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male
19,Some-college,Never-married,Other-service,Own-child,White,Male
20,Some-college,Never-married,Sales,Own-child,White,Male
29,Bachelors,Never-married,Prof-specialty,Own-child,White,Male
54,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
36,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Bachelors,Never-married,Sales,Not-in-family,White,Male
46,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
33,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
33,10th,Divorced,Other-service,Unmarried,White,Female
36,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
37,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
37,Assoc-voc,Married-civ-spouse,?,Husband,White,Male
64,12th,Married-civ-spouse,?,Husband,White,Male
45,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
25,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female
28,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
26,HS-grad,Never-married,Adm-clerical,Own-child,White,Female
23,HS-grad,Never-married,Priv-house-serv,Own-child,White,Male
24,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
58,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female
36,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female
46,Some-college,Married-civ-spouse,Sales,Husband,White,Male
23,7th-8th,Never-married,?,Not-in-family,White,Female
32,Some-college,Married-civ-spouse,Sales,Husband,White,Male
26,HS-grad,Never-married,Other-service,Unmarried,Black,Male
52,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Female
19,HS-grad,Never-married,Other-service,Not-in-family,White,Female
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
60,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male
45,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male
37,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female
29,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male
53,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
46,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,Never-married,Transport-moving,Own-child,White,Male
39,Masters,Never-married,Prof-specialty,Own-child,White,Female
48,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male
36,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
53,7th-8th,Divorced,Machine-op-inspct,Unmarried,Black,Female
29,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
64,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male
34,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,HS-grad,Married-civ-spouse,?,Husband,White,Male
41,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female
34,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
68,9th,Married-civ-spouse,?,Husband,White,Male
37,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Other,Male
22,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
43,12th,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,Never-married,?,Other-relative,White,Female
36,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male
47,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
25,Assoc-voc,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female
33,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male
27,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female
33,Some-college,Never-married,Tech-support,Not-in-family,White,Male
24,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female
47,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female
48,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
33,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male
26,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
22,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Male
34,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,Some-college,Never-married,Exec-managerial,Own-child,White,Male
73,HS-grad,Widowed,?,Not-in-family,White,Female
38,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
51,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female
36,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
29,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male
64,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
24,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male
21,Some-college,Never-married,Exec-managerial,Own-child,White,Female
28,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
18,11th,Never-married,?,Own-child,White,Male
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
17,9th,Never-married,Other-service,Own-child,White,Male
58,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
30,11th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male
47,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Some-college,Never-married,Sales,Own-child,White,Male
50,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male
29,Masters,Never-married,Prof-specialty,Not-in-family,White,Male
31,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male
40,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
31,Some-college,Never-married,Sales,Not-in-family,White,Female
53,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
33,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female
43,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male
56,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female
38,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female
18,11th,Never-married,Sales,Own-child,White,Female
50,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
78,HS-grad,Widowed,Sales,Unmarried,White,Female
27,11th,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,Never-married,Sales,Own-child,White,Female
24,Bachelors,Never-married,Tech-support,Not-in-family,White,Female
20,Some-college,Never-married,Sales,Own-child,White,Male
25,Masters,Never-married,Prof-specialty,Own-child,White,Male
34,Bachelors,Divorced,Sales,Not-in-family,White,Female
30,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male
37,Masters,Divorced,Prof-specialty,Not-in-family,White,Female
38,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
67,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male
35,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
75,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
47,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female
23,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
51,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
42,HS-grad,Divorced,Other-service,Not-in-family,Black,Male
32,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female
54,HS-grad,Separated,Sales,Unmarried,White,Female
20,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female
39,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
35,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female
45,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Bachelors,Never-married,Sales,Not-in-family,White,Female
61,7th-8th,Married-civ-spouse,Sales,Husband,White,Male
41,HS-grad,Never-married,Sales,Not-in-family,White,Male
22,Some-college,Never-married,Tech-support,Own-child,White,Male
55,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male
66,Bachelors,Married-civ-spouse,?,Husband,White,Male
25,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
20,Some-college,Never-married,Other-service,Own-child,White,Female
20,Some-college,Never-married,Machine-op-inspct,Other-relative,Black,Female
67,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
44,Some-college,Married-civ-spouse,Sales,Husband,White,Male
42,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
29,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male
48,Some-college,Never-married,Craft-repair,Unmarried,White,Female
25,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female
31,HS-grad,Divorced,Other-service,Unmarried,White,Female
48,Bachelors,Married-spouse-absent,Sales,Unmarried,White,Female
40,Masters,Divorced,Prof-specialty,Not-in-family,White,Male
26,Some-college,Married-civ-spouse,Sales,Husband,White,Male
28,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female
52,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
41,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,Bachelors,Married-civ-spouse,Farming-fishing,Wife,White,Female
48,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female
19,HS-grad,Never-married,Sales,Not-in-family,White,Female
27,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
59,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male
19,Some-college,Never-married,Sales,Other-relative,White,Male
32,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
39,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male
33,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
38,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
27,Some-college,Never-married,Farming-fishing,Own-child,White,Male
23,HS-grad,Never-married,Exec-managerial,Own-child,White,Female
59,Assoc-voc,Divorced,?,Not-in-family,White,Male
25,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male
37,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male
31,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
24,Assoc-acdm,Never-married,Sales,Own-child,White,Female
53,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female
26,Some-college,Never-married,Handlers-cleaners,Other-relative,Black,Male
25,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female
59,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male
39,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
28,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male
22,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
20,HS-grad,Never-married,Craft-repair,Other-relative,White,Male
25,Some-college,Never-married,Other-service,Own-child,White,Female
27,Some-college,Never-married,Craft-repair,Unmarried,White,Male
20,HS-grad,Never-married,Sales,Unmarried,White,Male
63,Some-college,Widowed,?,Not-in-family,Black,Female
43,10th,Divorced,Farming-fishing,Unmarried,White,Male
39,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female
27,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male
17,10th,Never-married,Sales,Own-child,White,Female
40,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Bachelors,Never-married,Adm-clerical,Own-child,White,Female
60,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
30,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
24,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
23,Bachelors,Never-married,Adm-clerical,Own-child,White,Female
24,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
45,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male
58,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,Some-college,Never-married,Sales,Other-relative,White,Male
41,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male
48,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,HS-grad,Divorced,Machine-op-inspct,Other-relative,White,Male
33,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
58,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
58,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female
61,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
58,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
32,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male
33,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male
28,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female
22,Some-college,Never-married,Other-service,Own-child,White,Female
35,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
59,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
45,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
50,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male
56,12th,Widowed,Exec-managerial,Not-in-family,White,Female
36,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
18,10th,Never-married,?,Own-child,White,Male
28,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male
42,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Black,Male
60,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male
41,Some-college,Married-civ-spouse,Sales,Husband,White,Male
42,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
36,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
52,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male
42,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
26,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male
31,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female
47,5th-6th,Separated,Sales,Unmarried,White,Female
35,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
19,9th,Never-married,Handlers-cleaners,Own-child,White,Male
59,Some-college,Married-civ-spouse,Sales,Wife,White,Female
38,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
36,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Masters,Never-married,Exec-managerial,Not-in-family,White,Female
39,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
64,Some-college,Separated,Other-service,Not-in-family,White,Male
17,10th,Never-married,Other-service,Own-child,White,Female
49,Some-college,Married-civ-spouse,Other-service,Husband,White,Male
19,Some-college,Never-married,Other-service,Own-child,White,Female
36,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female
26,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male
27,5th-6th,Never-married,Priv-house-serv,Other-relative,White,Female
66,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male
25,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female
19,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female
30,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male
22,Assoc-voc,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male
60,Some-college,Divorced,Craft-repair,Own-child,White,Male
54,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male
46,HS-grad,Separated,Craft-repair,Not-in-family,White,Male
33,Some-college,Never-married,Other-service,Own-child,White,Male
51,Masters,Divorced,Exec-managerial,Not-in-family,White,Female
43,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
18,HS-grad,Never-married,?,Own-child,White,Female
60,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
39,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
23,Bachelors,Never-married,Tech-support,Own-child,White,Female
39,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female
40,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male
48,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male
32,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male
31,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
39,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male
27,Masters,Never-married,Exec-managerial,Own-child,White,Female
45,Masters,Never-married,Adm-clerical,Not-in-family,Black,Male
22,HS-grad,Divorced,?,Other-relative,Black,Female
31,Bachelors,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male
63,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female
45,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,Some-college,Separated,Adm-clerical,Unmarried,White,Female
23,Bachelors,Never-married,Sales,Own-child,White,Female
50,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
33,12th,Married-civ-spouse,Protective-serv,Husband,White,Male
22,Some-college,Never-married,?,Own-child,White,Male
27,Bachelors,Never-married,Sales,Not-in-family,White,Male
29,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
36,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
60,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male
46,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male
67,Masters,Widowed,?,Not-in-family,White,Female
20,Some-college,Never-married,?,Own-child,White,Female
23,Bachelors,Never-married,Sales,Own-child,White,Male
38,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
60,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,Never-married,Craft-repair,Not-in-family,White,Female
37,Some-college,Widowed,Machine-op-inspct,Unmarried,Black,Female
37,HS-grad,Never-married,Craft-repair,Unmarried,White,Male
58,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
25,Bachelors,Never-married,Craft-repair,Own-child,White,Male
27,Some-college,Never-married,Adm-clerical,Unmarried,White,Female
33,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
43,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female
21,Some-college,Never-married,Tech-support,Own-child,Black,Male
45,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male
44,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
52,7th-8th,Married-civ-spouse,?,Husband,White,Male
53,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male
31,HS-grad,Never-married,Other-service,Own-child,Black,Female
18,11th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male
20,HS-grad,Never-married,Other-service,Own-child,White,Female
32,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male
48,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male
46,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male
28,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
27,HS-grad,Never-married,Sales,Not-in-family,Black,Male
18,Some-college,Never-married,Sales,Own-child,White,Female
69,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,Masters,Married-civ-spouse,Sales,Husband,White,Male
43,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
32,Bachelors,Divorced,Sales,Unmarried,White,Female
43,HS-grad,Separated,Exec-managerial,Not-in-family,White,Female
52,HS-grad,Married-civ-spouse,Sales,Husband,White,Male
50,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female
20,HS-grad,Never-married,?,Own-child,White,Female
73,HS-grad,Widowed,?,Not-in-family,White,Female
46,HS-grad,Divorced,Adm-clerical,Own-child,White,Female
58,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male
46,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
40,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male
25,Bachelors,Never-married,Adm-clerical,Own-child,White,Male
22,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male
62,10th,Divorced,Prof-specialty,Unmarried,White,Female
56,Some-college,Divorced,Protective-serv,Not-in-family,Black,Male
24,HS-grad,Never-married,Transport-moving,Unmarried,White,Female
42,HS-grad,Never-married,Other-service,Not-in-family,White,Female
41,Masters,Divorced,Exec-managerial,Unmarried,White,Female
23,Bachelors,Never-married,Other-service,Not-in-family,White,Male
22,Some-college,Never-married,?,Own-child,White,Male
35,Bachelors,Never-married,Adm-clerical,Other-relative,White,Male
42,HS-grad,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male
22,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male
32,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
25,HS-grad,Never-married,Craft-repair,Own-child,White,Male
66,5th-6th,Divorced,Priv-house-serv,Not-in-family,Black,Female
26,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male
46,Some-college,Divorced,Transport-moving,Own-child,White,Male
55,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
25,HS-grad,Never-married,Sales,Unmarried,White,Male
22,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female
31,HS-grad,Never-married,Other-service,Not-in-family,White,Male
30,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female
54,HS-grad,Never-married,Other-service,Not-in-family,White,Male
19,Some-college,Never-married,?,Own-child,White,Female
56,9th,Divorced,Craft-repair,Not-in-family,White,Female
47,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male
53,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male
22,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female
50,Bachelors,Married-civ-spouse,?,Husband,Black,Male
42,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female
21,Some-college,Never-married,Sales,Other-relative,White,Male
36,HS-grad,Never-married,Other-service,Not-in-family,White,Female
60,5th-6th,Married-civ-spouse,Sales,Husband,White,Male
69,Assoc-voc,Widowed,Sales,Not-in-family,White,Female
31,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male
48,Some-college,Divorced,Adm-clerical,Unmarried,White,Female
23,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female
24,Assoc-acdm,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male
47,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male
36,HS-grad,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female
39,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female
27,Bachelors,Never-married,Sales,Not-in-family,White,Male
36,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
54,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male
33,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female
42,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male
52,Some-college,Married-civ-spouse,Sales,Husband,White,Male
23,Bachelors,Never-married,Sales,Own-child,White,Male
33,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
30,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female
35,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Black,Male
35,Assoc-voc,Married-civ-spouse,?,Wife,White,Female
27,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male
24,HS-grad,Never-married,Other-service,Own-child,White,Male
44,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
62,Assoc-voc,Separated,Priv-house-serv,Not-in-family,Black,Female
45,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
75,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
47,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male
64,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male
54,HS-grad,Divorced,Tech-support,Not-in-family,White,Male
41,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male
33,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male
20,Some-college,Never-married,Adm-clerical,Own-child,White,Female
51,Bachelors,Divorced,Sales,Not-in-family,White,Male
45,Prof-school,Never-married,Craft-repair,Not-in-family,White,Male
18,11th,Never-married,?,Own-child,White,Male
43,10th,Married-civ-spouse,Transport-moving,Husband,White,Male
30,HS-grad,Never-married,Craft-repair,Own-child,White,Male
32,HS-grad,Divorced,Adm-clerical,Own-child,White,Female
45,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
61,Some-college,Divorced,Sales,Not-in-family,White,Female
21,1st-4th,Married-civ-spouse,Other-service,Other-relative,White,Male
56,11th,Divorced,Craft-repair,Not-in-family,White,Male
28,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male
23,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Female
55,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male
27,Some-college,Married-civ-spouse,?,Husband,White,Male
33,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male
22,Some-college,Never-married,Adm-clerical,Own-child,White,Female
43,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male
32,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female
38,Some-college,Married-civ-spouse,Sales,Wife,White,Female
18,9th,Never-married,Farming-fishing,Own-child,White,Male
35,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male
67,HS-grad,Widowed,?,Not-in-family,White,Female
29,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Female
19,1st-4th,Never-married,Handlers-cleaners,Not-in-family,White,Male
39,11th,Married-civ-spouse,Craft-repair,Husband,White,Male
29,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
42,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male
34,Bachelors,Never-married,Sales,Not-in-family,White,Male
52,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male
18,11th,Never-married,?,Own-child,White,Male
64,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male
30,Bachelors,Married-civ-spouse,Sales,Husband,White,Male
43,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male
49,Some-college,Never-married,Craft-repair,Unmarried,White,Male
35,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
